bucket,pdf
861,8.279722132525233E-6
862,2.4839166397575698E-5
863,4.1398610662626164E-5
864,3.311888853010093E-5
865,8.279722132525233E-6
867,8.279722132525233E-6
868,3.311888853010093E-5
869,4.9678332795151396E-5
870,2.4839166397575698E-5
871,2.4839166397575698E-5
872,1.6559444265050466E-5
873,4.1398610662626164E-5
875,8.279722132525233E-6
876,8.279722132525233E-6
877,5.795805492767663E-5
878,4.9678332795151396E-5
879,2.4839166397575698E-5
880,8.279722132525233E-6
881,4.1398610662626164E-5
882,4.1398610662626164E-5
883,1.6559444265050466E-5
884,8.279722132525233E-6
885,4.1398610662626164E-5
886,3.311888853010093E-5
887,3.311888853010093E-5
888,8.279722132525233E-6
889,2.4839166397575698E-5
890,1.6559444265050466E-5
891,2.4839166397575698E-5
892,3.311888853010093E-5
893,2.4839166397575698E-5
895,8.279722132525233E-6
896,1.6559444265050466E-5
897,1.6559444265050466E-5
898,4.1398610662626164E-5
899,4.9678332795151396E-5
900,3.311888853010093E-5
901,8.279722132525233E-6
902,2.4839166397575698E-5
903,8.279722132525233E-6
904,3.311888853010093E-5
905,1.6559444265050466E-5
906,2.4839166397575698E-5
907,4.1398610662626164E-5
908,3.311888853010093E-5
909,1.6559444265050466E-5
910,4.1398610662626164E-5
911,2.4839166397575698E-5
912,1.6559444265050466E-5
913,8.279722132525233E-6
914,1.6559444265050466E-5
915,4.1398610662626164E-5
916,1.6559444265050466E-5
917,2.4839166397575698E-5
918,8.279722132525233E-6
919,4.1398610662626164E-5
920,8.279722132525233E-6
921,2.4839166397575698E-5
922,8.279722132525233E-6
923,3.311888853010093E-5
924,8.279722132525233E-6
925,2.4839166397575698E-5
926,2.4839166397575698E-5
927,8.279722132525233E-6
928,8.279722132525233E-6
930,1.6559444265050466E-5
931,8.279722132525233E-6
932,2.4839166397575698E-5
933,4.1398610662626164E-5
934,8.279722132525233E-6
935,8.279722132525233E-6
936,2.4839166397575698E-5
937,8.279722132525233E-6
938,2.4839166397575698E-5
939,8.279722132525233E-6
940,2.4839166397575698E-5
942,1.6559444265050466E-5
943,2.4839166397575698E-5
944,4.1398610662626164E-5
945,2.4839166397575698E-5
946,4.9678332795151396E-5
947,1.6559444265050466E-5
948,8.279722132525233E-6
949,3.311888853010093E-5
950,8.279722132525233E-6
951,8.279722132525233E-6
954,3.311888853010093E-5
955,4.1398610662626164E-5
956,3.311888853010093E-5
957,2.4839166397575698E-5
958,6.623777706020187E-5
959,2.4839166397575698E-5
961,8.279722132525233E-6
962,3.311888853010093E-5
963,8.279722132525233E-6
965,1.6559444265050466E-5
966,8.279722132525233E-6
967,3.311888853010093E-5
968,3.311888853010093E-5
969,3.311888853010093E-5
970,1.6559444265050466E-5
971,3.311888853010093E-5
973,1.6559444265050466E-5
974,1.6559444265050466E-5
975,1.6559444265050466E-5
976,1.6559444265050466E-5
977,1.6559444265050466E-5
978,3.311888853010093E-5
979,2.4839166397575698E-5
980,1.6559444265050466E-5
981,2.4839166397575698E-5
982,4.1398610662626164E-5
983,8.279722132525233E-6
984,8.279722132525233E-6
985,1.6559444265050466E-5
987,3.311888853010093E-5
988,2.4839166397575698E-5
989,1.6559444265050466E-5
990,2.4839166397575698E-5
991,7.451749919272709E-5
992,2.4839166397575698E-5
993,1.6559444265050466E-5
994,1.6559444265050466E-5
995,2.4839166397575698E-5
996,8.279722132525233E-6
997,1.6559444265050466E-5
998,2.4839166397575698E-5
999,3.311888853010093E-5
1000,1.6559444265050466E-5
1001,2.4839166397575698E-5
1002,1.6559444265050466E-5
1003,1.6559444265050466E-5
1004,4.9678332795151396E-5
1005,3.311888853010093E-5
1006,8.279722132525233E-6
1007,1.6559444265050466E-5
1008,2.4839166397575698E-5
1009,2.4839166397575698E-5
1010,3.311888853010093E-5
1011,8.279722132525233E-6
1012,1.6559444265050466E-5
1013,3.311888853010093E-5
1014,3.311888853010093E-5
1015,1.6559444265050466E-5
1016,4.1398610662626164E-5
1017,2.4839166397575698E-5
1018,2.4839166397575698E-5
1019,3.311888853010093E-5
1020,2.4839166397575698E-5
1021,3.311888853010093E-5
1022,8.279722132525233E-6
1023,8.279722132525233E-6
1024,2.4839166397575698E-5
1025,1.6559444265050466E-5
1027,8.279722132525233E-6
1028,8.279722132525233E-6
1029,8.279722132525233E-6
1030,8.279722132525233E-6
1032,8.279722132525233E-6
1033,8.279722132525233E-6
1035,1.6559444265050466E-5
1036,8.279722132525233E-6
1039,1.6559444265050466E-5
1040,8.279722132525233E-6
1042,2.4839166397575698E-5
1043,2.4839166397575698E-5
1044,1.6559444265050466E-5
1045,1.6559444265050466E-5
1046,8.279722132525233E-6
1047,1.6559444265050466E-5
1048,4.9678332795151396E-5
1049,1.6559444265050466E-5
1050,2.4839166397575698E-5
1051,1.6559444265050466E-5
1052,8.279722132525233E-6
1053,2.4839166397575698E-5
1054,1.6559444265050466E-5
1055,1.6559444265050466E-5
1056,8.279722132525233E-6
1057,3.311888853010093E-5
1058,2.4839166397575698E-5
1059,1.6559444265050466E-5
1060,2.4839166397575698E-5
1062,1.6559444265050466E-5
1063,4.9678332795151396E-5
1064,4.1398610662626164E-5
1065,1.6559444265050466E-5
1067,8.279722132525233E-6
1068,2.4839166397575698E-5
1069,8.279722132525233E-6
1070,1.6559444265050466E-5
1071,1.6559444265050466E-5
1072,8.279722132525233E-6
1073,2.4839166397575698E-5
1074,2.4839166397575698E-5
1076,1.6559444265050466E-5
1077,8.279722132525233E-6
1078,4.1398610662626164E-5
1079,8.279722132525233E-6
1081,1.6559444265050466E-5
1082,8.279722132525233E-6
1083,8.279722132525233E-6
1084,3.311888853010093E-5
1085,3.311888853010093E-5
1086,2.4839166397575698E-5
1087,3.311888853010093E-5
1089,1.6559444265050466E-5
1090,1.6559444265050466E-5
1091,1.6559444265050466E-5
1092,8.279722132525233E-6
1093,1.6559444265050466E-5
1094,8.279722132525233E-6
1095,1.6559444265050466E-5
1096,8.279722132525233E-6
1097,1.6559444265050466E-5
1098,2.4839166397575698E-5
1100,2.4839166397575698E-5
1101,4.9678332795151396E-5
1102,8.279722132525233E-6
1103,4.1398610662626164E-5
1104,1.6559444265050466E-5
1105,5.795805492767663E-5
1106,8.279722132525233E-6
1107,1.6559444265050466E-5
1108,8.279722132525233E-6
1109,1.6559444265050466E-5
1110,8.279722132525233E-6
1111,1.6559444265050466E-5
1112,8.279722132525233E-6
1113,3.311888853010093E-5
1114,8.279722132525233E-6
1115,1.6559444265050466E-5
1116,1.6559444265050466E-5
1117,2.4839166397575698E-5
1118,4.1398610662626164E-5
1119,1.6559444265050466E-5
1120,2.4839166397575698E-5
1122,8.279722132525233E-6
1123,1.6559444265050466E-5
1124,4.1398610662626164E-5
1125,8.279722132525233E-6
1126,2.4839166397575698E-5
1127,8.279722132525233E-6
1128,2.4839166397575698E-5
1130,8.279722132525233E-6
1131,2.4839166397575698E-5
1132,1.6559444265050466E-5
1133,1.6559444265050466E-5
1134,1.6559444265050466E-5
1135,1.6559444265050466E-5
1136,4.9678332795151396E-5
1137,2.4839166397575698E-5
1139,2.4839166397575698E-5
1140,4.1398610662626164E-5
1141,2.4839166397575698E-5
1142,1.6559444265050466E-5
1143,4.1398610662626164E-5
1144,1.6559444265050466E-5
1145,2.4839166397575698E-5
1146,8.279722132525233E-6
1147,8.279722132525233E-6
1149,1.6559444265050466E-5
1150,8.279722132525233E-6
1151,1.6559444265050466E-5
1152,1.6559444265050466E-5
1153,2.4839166397575698E-5
1154,8.279722132525233E-6
1155,1.6559444265050466E-5
1156,2.4839166397575698E-5
1158,2.4839166397575698E-5
1159,1.6559444265050466E-5
1160,8.279722132525233E-6
1162,8.279722132525233E-6
1163,1.6559444265050466E-5
1164,1.6559444265050466E-5
1165,8.279722132525233E-6
1166,2.4839166397575698E-5
1168,8.279722132525233E-6
1169,1.6559444265050466E-5
1170,8.279722132525233E-6
1171,1.6559444265050466E-5
1172,2.4839166397575698E-5
1173,2.4839166397575698E-5
1174,8.279722132525233E-6
1176,8.279722132525233E-6
1177,8.279722132525233E-6
1178,1.6559444265050466E-5
1179,2.4839166397575698E-5
1180,2.4839166397575698E-5
1181,2.4839166397575698E-5
1182,3.311888853010093E-5
1183,8.279722132525233E-6
1184,4.1398610662626164E-5
1185,1.6559444265050466E-5
1186,8.279722132525233E-6
1188,2.4839166397575698E-5
1189,2.4839166397575698E-5
1190,8.279722132525233E-6
1191,1.6559444265050466E-5
1192,8.279722132525233E-6
1194,8.279722132525233E-6
1195,4.1398610662626164E-5
1196,8.279722132525233E-6
1198,1.6559444265050466E-5
1200,8.279722132525233E-6
1201,8.279722132525233E-6
1202,8.279722132525233E-6
1203,8.279722132525233E-6
1204,8.279722132525233E-6
1205,4.9678332795151396E-5
1206,1.6559444265050466E-5
1207,1.6559444265050466E-5
1208,2.4839166397575698E-5
1209,2.4839166397575698E-5
1210,3.311888853010093E-5
1211,1.6559444265050466E-5
1212,1.6559444265050466E-5
1213,2.4839166397575698E-5
1214,8.279722132525233E-6
1216,8.279722132525233E-6
1217,1.6559444265050466E-5
1218,2.4839166397575698E-5
1221,1.6559444265050466E-5
1222,2.4839166397575698E-5
1223,8.279722132525233E-6
1224,8.279722132525233E-6
1227,3.311888853010093E-5
1229,2.4839166397575698E-5
1231,4.1398610662626164E-5
1232,2.4839166397575698E-5
1233,1.6559444265050466E-5
1235,1.6559444265050466E-5
1236,2.4839166397575698E-5
1237,8.279722132525233E-6
1238,8.279722132525233E-6
1239,8.279722132525233E-6
1241,2.4839166397575698E-5
1242,8.279722132525233E-6
1243,1.6559444265050466E-5
1244,2.4839166397575698E-5
1245,1.6559444265050466E-5
1246,8.279722132525233E-6
1247,2.4839166397575698E-5
1249,2.4839166397575698E-5
1250,2.4839166397575698E-5
1252,1.6559444265050466E-5
1253,1.6559444265050466E-5
1254,2.4839166397575698E-5
1255,3.311888853010093E-5
1256,4.1398610662626164E-5
1258,8.279722132525233E-6
1259,8.279722132525233E-6
1262,2.4839166397575698E-5
1263,1.6559444265050466E-5
1264,2.4839166397575698E-5
1265,8.279722132525233E-6
1266,1.6559444265050466E-5
1267,1.6559444265050466E-5
1268,1.6559444265050466E-5
1270,3.311888853010093E-5
1271,1.6559444265050466E-5
1272,2.4839166397575698E-5
1274,4.1398610662626164E-5
1278,8.279722132525233E-6
1279,1.6559444265050466E-5
1280,1.6559444265050466E-5
1281,2.4839166397575698E-5
1282,8.279722132525233E-6
1283,1.6559444265050466E-5
1284,2.4839166397575698E-5
1285,2.4839166397575698E-5
1286,1.6559444265050466E-5
1287,2.4839166397575698E-5
1288,8.279722132525233E-6
1289,1.6559444265050466E-5
1291,1.6559444265050466E-5
1292,8.279722132525233E-6
1293,8.279722132525233E-6
1294,8.279722132525233E-6
1295,8.279722132525233E-6
1296,2.4839166397575698E-5
1298,8.279722132525233E-6
1299,8.279722132525233E-6
1300,1.6559444265050466E-5
1301,8.279722132525233E-6
1302,1.6559444265050466E-5
1303,1.6559444265050466E-5
1304,8.279722132525233E-6
1305,8.279722132525233E-6
1306,2.4839166397575698E-5
1307,8.279722132525233E-6
1309,1.6559444265050466E-5
1310,4.1398610662626164E-5
1311,1.6559444265050466E-5
1316,8.279722132525233E-6
1318,1.6559444265050466E-5
1319,1.6559444265050466E-5
1320,1.6559444265050466E-5
1322,1.6559444265050466E-5
1324,8.279722132525233E-6
1325,2.4839166397575698E-5
1326,2.4839166397575698E-5
1327,8.279722132525233E-6
1328,8.279722132525233E-6
1331,8.279722132525233E-6
1334,8.279722132525233E-6
1335,1.6559444265050466E-5
1336,8.279722132525233E-6
1337,8.279722132525233E-6
1338,3.311888853010093E-5
1340,3.311888853010093E-5
1341,8.279722132525233E-6
1342,8.279722132525233E-6
1343,8.279722132525233E-6
1345,2.4839166397575698E-5
1348,8.279722132525233E-6
1349,8.279722132525233E-6
1351,3.311888853010093E-5
1352,1.6559444265050466E-5
1353,1.6559444265050466E-5
1354,8.279722132525233E-6
1355,8.279722132525233E-6
1356,1.6559444265050466E-5
1357,1.6559444265050466E-5
1358,1.6559444265050466E-5
1359,8.279722132525233E-6
1360,8.279722132525233E-6
1361,8.279722132525233E-6
1363,1.6559444265050466E-5
1364,1.6559444265050466E-5
1365,2.4839166397575698E-5
1367,8.279722132525233E-6
1368,8.279722132525233E-6
1369,8.279722132525233E-6
1370,1.6559444265050466E-5
1373,8.279722132525233E-6
1374,8.279722132525233E-6
1375,1.6559444265050466E-5
1376,8.279722132525233E-6
1377,1.6559444265050466E-5
1378,1.6559444265050466E-5
1380,2.4839166397575698E-5
1381,2.4839166397575698E-5
1382,1.6559444265050466E-5
1383,8.279722132525233E-6
1384,8.279722132525233E-6
1385,2.4839166397575698E-5
1386,8.279722132525233E-6
1388,8.279722132525233E-6
1389,1.6559444265050466E-5
1390,1.6559444265050466E-5
1391,2.4839166397575698E-5
1395,8.279722132525233E-6
1396,8.279722132525233E-6
1397,8.279722132525233E-6
1399,1.6559444265050466E-5
1401,8.279722132525233E-6
1402,8.279722132525233E-6
1403,1.6559444265050466E-5
1404,1.6559444265050466E-5
1405,1.6559444265050466E-5
1406,8.279722132525233E-6
1407,1.6559444265050466E-5
1409,8.279722132525233E-6
1410,8.279722132525233E-6
1411,2.4839166397575698E-5
1412,8.279722132525233E-6
1414,1.6559444265050466E-5
1415,1.6559444265050466E-5
1416,1.6559444265050466E-5
1417,8.279722132525233E-6
1419,1.6559444265050466E-5
1420,8.279722132525233E-6
1421,1.6559444265050466E-5
1422,1.6559444265050466E-5
1423,2.4839166397575698E-5
1424,1.6559444265050466E-5
1426,8.279722132525233E-6
1427,1.6559444265050466E-5
1429,2.4839166397575698E-5
1430,8.279722132525233E-6
1431,1.6559444265050466E-5
1433,8.279722132525233E-6
1434,8.279722132525233E-6
1435,8.279722132525233E-6
1437,8.279722132525233E-6
1439,1.6559444265050466E-5
1440,8.279722132525233E-6
1441,1.6559444265050466E-5
1442,8.279722132525233E-6
1443,8.279722132525233E-6
1444,8.279722132525233E-6
1446,8.279722132525233E-6
1447,1.6559444265050466E-5
1448,8.279722132525233E-6
1449,8.279722132525233E-6
1450,1.6559444265050466E-5
1451,1.6559444265050466E-5
1454,8.279722132525233E-6
1456,8.279722132525233E-6
1457,8.279722132525233E-6
1458,8.279722132525233E-6
1460,8.279722132525233E-6
1461,3.311888853010093E-5
1462,1.6559444265050466E-5
1463,1.6559444265050466E-5
1464,1.6559444265050466E-5
1466,1.6559444265050466E-5
1469,1.6559444265050466E-5
1470,8.279722132525233E-6
1471,8.279722132525233E-6
1472,8.279722132525233E-6
1473,8.279722132525233E-6
1474,8.279722132525233E-6
1477,8.279722132525233E-6
1479,2.4839166397575698E-5
1480,1.6559444265050466E-5
1481,2.4839166397575698E-5
1482,8.279722132525233E-6
1483,2.4839166397575698E-5
1484,8.279722132525233E-6
1485,8.279722132525233E-6
1489,4.1398610662626164E-5
1490,1.6559444265050466E-5
1491,1.6559444265050466E-5
1492,1.6559444265050466E-5
1493,2.4839166397575698E-5
1494,1.6559444265050466E-5
1496,8.279722132525233E-6
1497,8.279722132525233E-6
1498,1.6559444265050466E-5
1500,1.6559444265050466E-5
1502,8.279722132525233E-6
1505,8.279722132525233E-6
1506,8.279722132525233E-6
1508,8.279722132525233E-6
1510,8.279722132525233E-6
1511,1.6559444265050466E-5
1512,8.279722132525233E-6
1517,8.279722132525233E-6
1519,8.279722132525233E-6
1520,8.279722132525233E-6
1521,2.4839166397575698E-5
1524,8.279722132525233E-6
1526,1.6559444265050466E-5
1527,8.279722132525233E-6
1528,8.279722132525233E-6
1534,8.279722132525233E-6
1537,2.4839166397575698E-5
1539,8.279722132525233E-6
1540,8.279722132525233E-6
1541,3.311888853010093E-5
1542,1.6559444265050466E-5
1544,1.6559444265050466E-5
1545,1.6559444265050466E-5
1546,8.279722132525233E-6
1547,8.279722132525233E-6
1548,2.4839166397575698E-5
1549,8.279722132525233E-6
1551,1.6559444265050466E-5
1552,1.6559444265050466E-5
1553,8.279722132525233E-6
1554,8.279722132525233E-6
1556,8.279722132525233E-6
1557,1.6559444265050466E-5
1558,1.6559444265050466E-5
1560,1.6559444265050466E-5
1561,8.279722132525233E-6
1562,8.279722132525233E-6
1564,2.4839166397575698E-5
1565,8.279722132525233E-6
1566,8.279722132525233E-6
1567,8.279722132525233E-6
1569,8.279722132525233E-6
1570,1.6559444265050466E-5
1573,1.6559444265050466E-5
1575,1.6559444265050466E-5
1576,1.6559444265050466E-5
1579,2.4839166397575698E-5
1580,1.6559444265050466E-5
1581,8.279722132525233E-6
1582,8.279722132525233E-6
1584,8.279722132525233E-6
1585,8.279722132525233E-6
1587,2.4839166397575698E-5
1589,8.279722132525233E-6
1590,1.6559444265050466E-5
1591,1.6559444265050466E-5
1595,8.279722132525233E-6
1596,2.4839166397575698E-5
1598,8.279722132525233E-6
1602,2.4839166397575698E-5
1604,2.4839166397575698E-5
1606,8.279722132525233E-6
1608,2.4839166397575698E-5
1609,8.279722132525233E-6
1611,1.6559444265050466E-5
1613,8.279722132525233E-6
1614,8.279722132525233E-6
1615,1.6559444265050466E-5
1618,8.279722132525233E-6
1619,8.279722132525233E-6
1621,8.279722132525233E-6
1622,8.279722132525233E-6
1623,8.279722132525233E-6
1624,1.6559444265050466E-5
1625,1.6559444265050466E-5
1626,1.6559444265050466E-5
1627,2.4839166397575698E-5
1628,1.6559444265050466E-5
1631,8.279722132525233E-6
1632,1.6559444265050466E-5
1634,8.279722132525233E-6
1635,3.311888853010093E-5
1636,1.6559444265050466E-5
1638,8.279722132525233E-6
1640,8.279722132525233E-6
1641,1.6559444265050466E-5
1642,8.279722132525233E-6
1643,2.4839166397575698E-5
1644,8.279722132525233E-6
1647,8.279722132525233E-6
1651,8.279722132525233E-6
1652,8.279722132525233E-6
1654,1.6559444265050466E-5
1656,3.311888853010093E-5
1660,1.6559444265050466E-5
1663,8.279722132525233E-6
1665,1.6559444265050466E-5
1666,2.4839166397575698E-5
1667,8.279722132525233E-6
1670,8.279722132525233E-6
1671,1.6559444265050466E-5
1672,8.279722132525233E-6
1675,8.279722132525233E-6
1676,8.279722132525233E-6
1677,1.6559444265050466E-5
1679,1.6559444265050466E-5
1680,8.279722132525233E-6
1681,8.279722132525233E-6
1682,8.279722132525233E-6
1683,1.6559444265050466E-5
1684,1.6559444265050466E-5
1685,1.6559444265050466E-5
1686,1.6559444265050466E-5
1687,8.279722132525233E-6
1688,1.6559444265050466E-5
1689,8.279722132525233E-6
1691,8.279722132525233E-6
1692,1.6559444265050466E-5
1695,1.6559444265050466E-5
1697,1.6559444265050466E-5
1699,8.279722132525233E-6
1700,1.6559444265050466E-5
1701,8.279722132525233E-6
1702,3.311888853010093E-5
1705,8.279722132525233E-6
1708,8.279722132525233E-6
1710,8.279722132525233E-6
1711,8.279722132525233E-6
1713,8.279722132525233E-6
1715,8.279722132525233E-6
1716,2.4839166397575698E-5
1717,8.279722132525233E-6
1718,8.279722132525233E-6
1719,8.279722132525233E-6
1720,1.6559444265050466E-5
1722,8.279722132525233E-6
1723,8.279722132525233E-6
1725,8.279722132525233E-6
1728,1.6559444265050466E-5
1729,8.279722132525233E-6
1730,8.279722132525233E-6
1731,1.6559444265050466E-5
1732,1.6559444265050466E-5
1733,1.6559444265050466E-5
1734,8.279722132525233E-6
1736,8.279722132525233E-6
1737,8.279722132525233E-6
1741,8.279722132525233E-6
1742,8.279722132525233E-6
1743,8.279722132525233E-6
1744,8.279722132525233E-6
1745,8.279722132525233E-6
1746,8.279722132525233E-6
1747,1.6559444265050466E-5
1748,1.6559444265050466E-5
1750,8.279722132525233E-6
1752,8.279722132525233E-6
1754,8.279722132525233E-6
1755,8.279722132525233E-6
1758,8.279722132525233E-6
1759,8.279722132525233E-6
1760,1.6559444265050466E-5
1761,2.4839166397575698E-5
1762,1.6559444265050466E-5
1763,4.1398610662626164E-5
1765,8.279722132525233E-6
1766,1.6559444265050466E-5
1767,2.4839166397575698E-5
1768,8.279722132525233E-6
1769,1.6559444265050466E-5
1770,8.279722132525233E-6
1771,8.279722132525233E-6
1772,8.279722132525233E-6
1773,1.6559444265050466E-5
1774,0.0
1775,8.279722132525233E-6
1776,8.279722132525233E-6
1778,8.279722132525233E-6
1779,8.279722132525233E-6
1780,8.279722132525233E-6
1781,8.279722132525233E-6
1784,1.6559444265050466E-5
1785,8.279722132525233E-6
1786,8.279722132525233E-6
1788,8.279722132525233E-6
1789,2.4839166397575698E-5
1790,8.279722132525233E-6
1793,8.279722132525233E-6
1795,8.279722132525233E-6
1796,1.6559444265050466E-5
1798,8.279722132525233E-6
1799,8.279722132525233E-6
1802,2.4839166397575698E-5
1803,8.279722132525233E-6
1804,1.6559444265050466E-5
1805,1.6559444265050466E-5
1806,8.279722132525233E-6
1807,8.279722132525233E-6
1808,8.279722132525233E-6
1809,8.279722132525233E-6
1811,8.279722132525233E-6
1812,8.279722132525233E-6
1814,8.279722132525233E-6
1815,1.6559444265050466E-5
1816,8.279722132525233E-6
1817,8.279722132525233E-6
1821,8.279722132525233E-6
1823,8.279722132525233E-6
1824,1.6559444265050466E-5
1825,1.6559444265050466E-5
1827,8.279722132525233E-6
1830,1.6559444265050466E-5
1831,8.279722132525233E-6
1836,8.279722132525233E-6
1837,8.279722132525233E-6
1838,1.6559444265050466E-5
1840,8.279722132525233E-6
1841,2.4839166397575698E-5
1843,8.279722132525233E-6
1844,3.311888853010093E-5
1846,2.4839166397575698E-5
1847,8.279722132525233E-6
1849,8.279722132525233E-6
1852,1.6559444265050466E-5
1854,8.279722132525233E-6
1859,8.279722132525233E-6
1861,8.279722132525233E-6
1862,8.279722132525233E-6
1863,8.279722132525233E-6
1865,2.4839166397575698E-5
1866,1.6559444265050466E-5
1868,1.6559444265050466E-5
1870,8.279722132525233E-6
1874,8.279722132525233E-6
1875,8.279722132525233E-6
1877,8.279722132525233E-6
1882,8.279722132525233E-6
1883,8.279722132525233E-6
1885,8.279722132525233E-6
1886,1.6559444265050466E-5
1887,8.279722132525233E-6
1892,1.6559444265050466E-5
1894,8.279722132525233E-6
1896,3.311888853010093E-5
1898,1.6559444265050466E-5
1900,8.279722132525233E-6
1903,1.6559444265050466E-5
1905,8.279722132525233E-6
1907,1.6559444265050466E-5
1912,1.6559444265050466E-5
1913,8.279722132525233E-6
1914,8.279722132525233E-6
1917,1.6559444265050466E-5
1918,8.279722132525233E-6
1922,8.279722132525233E-6
1924,1.6559444265050466E-5
1928,8.279722132525233E-6
1929,8.279722132525233E-6
1930,1.6559444265050466E-5
1931,8.279722132525233E-6
1932,8.279722132525233E-6
1934,8.279722132525233E-6
1936,8.279722132525233E-6
1937,1.6559444265050466E-5
1938,1.6559444265050466E-5
1940,8.279722132525233E-6
1942,8.279722132525233E-6
1943,8.279722132525233E-6
1944,8.279722132525233E-6
1945,8.279722132525233E-6
1946,8.279722132525233E-6
1947,8.279722132525233E-6
1948,8.279722132525233E-6
1949,1.6559444265050466E-5
1951,1.6559444265050466E-5
1952,8.279722132525233E-6
1957,1.6559444265050466E-5
1958,8.279722132525233E-6
1961,8.279722132525233E-6
1964,1.6559444265050466E-5
1967,8.279722132525233E-6
1970,8.279722132525233E-6
1971,8.279722132525233E-6
1973,1.6559444265050466E-5
1976,8.279722132525233E-6
1977,8.279722132525233E-6
1978,8.279722132525233E-6
1979,8.279722132525233E-6
1981,8.279722132525233E-6
1982,1.6559444265050466E-5
1983,8.279722132525233E-6
1985,1.6559444265050466E-5
